12
0.004999999999999999	0.008237744862210327	0.00641784421056258	0.003237744862210328
0.008237744862210327	0.013572088082974531	0.01057371263440564	0.005334343220764204
0.013572088082974531	0.022360679774997897	0.0174207093857127	0.008788591692023366
0.022360679774997897	0.03684031498640387	0.02870147184764281	0.01447963521140597
0.03684031498640387	0.06069622310029172	0.04728708045015879	0.023855908113887853
0.06069622310029172	0.1	0.0779077808054444	0.039303776899708286
0.1	0.16475489724420658	0.12835688421125163	0.06475489724420658
0.16475489724420658	0.2714417616594907	0.21147425268811282	0.1066868644152841
0.2714417616594907	0.447213595499958	0.34841418771425403	0.1757718338404673
0.447213595499958	0.7368062997280774	0.5740294369528562	0.28959270422811945
0.7368062997280774	1.2139244620058347	0.9457416090031759	0.4771181622777573
1.2139244620058347	2.0000000000000004	1.5581556161088883	0.7860755379941657
